Time,Scheduled,Crawled
582.2929043769836,163025,973
582.4089052677155,163025,974
582.8613991737366,163040,975
584.3266196250916,163558,976
584.8310742378235,163558,977
585.4006342887878,163870,978
585.5739777088165,163870,979
585.7870543003082,163870,980
586.149092912674,163870,981
588.3708181381226,164259,982
588.7263975143433,164259,983
589.3179771900177,164259,984
589.5668597221375,164259,985
589.9866650104523,164703,986
590.0248556137085,164703,987
590.0748610496521,164703,988
593.3355665206909,165107,989
593.9531533718109,165107,990
602.9967441558838,165107,991
603.28418135643,165107,992
603.6096992492676,165452,993
608.7446804046631,169730,994
608.8410620689392,169798,995
609.1721341609955,169798,996
609.7610142230988,170398,997
610.0835824012756,170414,998
610.5836591720581,170419,999
610.781801700592,170419,1000
611.1526589393616,170419,1001
611.5804841518402,170419,1002
612.516979932785,170612,1003
612.9870193004608,170612,1004
613.3249235153198,170793,1005
613.4548261165619,170793,1006
613.5042500495911,170793,1007
613.8513333797455,170803,1008
614.0158004760742,170803,1009
614.1300001144409,170803,1010
614.2255442142487,170803,1011
614.4194309711456,170803,1012
